label,subject,body
phishing,Verify your identity now,Your account will be suspended in 24 hours. Click here to verify: http://verify-your-id.net/verify
phishing,Bank Account Alert: BCA,Someone logged into your account from a new device. Click here if it wasn't you: http://paypal-security-update.com
phishing,Claim your iPhone,We noticed suspicious activity. Verify your identity at http://secure-update.com to unlock your account.
legit,Task assignment: Beta,Your homework has been submitted successfully.
phishing,Verify your identity now,Claim your free iPhone today by clicking this link: http://verify-your-id.net
legit,Question regarding requirements,Your homework has been submitted successfully.
legit,Coffee break?,The report is attached. Let me know if you have questions.
phishing,Claim your iPhone,Your account will be suspended in 24 hours. Click here to verify: http://login-verify-account.net/verify
phishing,Password Reset Required,Please verify your email address immediately to avoid account closure. Link: www.paypal-security-update.com/auth
legit,Class schedule for Even Semester,Wishing you a very happy birthday!
legit,Weekly sync,Just a quick reminder about our meeting regarding Website Redesign.
legit,Feedback on your presentation,Let's grab lunch at the cafeteria.
legit,Lunch today?,Please note the schedule change for the Hackathon.
phishing,Your package could not be delivered,We noticed suspicious activity. Verify your identity at http://verify-your-id.net to unlock your account.
phishing,A document has been shared with you,Alert: Unusual activity on your Chase account. Log in to verify: http://secure-update.com
phishing,Your subscription has expired,Alert: Unusual activity on your BCA account. Log in to verify: http://login-verify-account.net
phishing,Important: Update your mailbox quota,You have an unpaid invoice of $450. Pay immediately using the link: http://free-prize-claim.org
phishing,Password Reset Required,You have a pending document shared via OneDrive. View it here: http://verify-your-id.net
legit,Project update: Cybersecurity Upgrade,Your homework has been submitted successfully.
phishing,URGENT: Account Suspended,We noticed suspicious activity. Verify your identity at http://secure-update.com to unlock your account.
legit,Feedback on your presentation,Let's grab a coffee at Starbucks and discuss budget.
phishing,Claim your iPhone,FINAL WARNING: We will close your account unless you update your profile here: http://login-verify-account.net
legit,University event: Graduation,I've attached the notes from yesterday's meeting. Thanks.
phishing,URGENT: Account Suspended,You won a $500 Cash. Claim it here: www.it-helpdesk-portal.com/claim
phishing,Claim your iPhone,FINAL WARNING: We will close your account unless you update your profile here: http://free-prize-claim.org
phishing,Claim your iPhone,You have a pending document shared via OneDrive. View it here: http://verify-your-id.net
phishing,Final Warning: Account Deletion,Your account will be suspended in 24 hours. Click here to verify: http://bca-klik-secure.net/verify
legit,Q3 Marketing Report,Your class schedule for Even Semester is ready.
phishing,Your package could not be delivered,Click the link below to reset your password within 2 hours. http://free-prize-claim.org
legit,Weekly sync,Let's grab lunch at room 201.
phishing,Unusual login activity,Click the link below to reset your password within 2 hours. http://login-verify-account.net
phishing,Bank Account Alert: BNI,You won a Bitcoin giveaway. Claim it here: www.login-verify-account.net/claim
legit,Notes from yesterday's meeting,Please note the schedule change for the Guest Lecture.
legit,Class schedule for Spring 2026,The report is attached. Let me know if you have questions.
phishing,Important: Update your mailbox quota,You have a pending document shared via OneDrive. View it here: http://paypal-security-update.com
legit,Class schedule for Fall 2026,The Data Migration project is on track. See attached.
phishing,Invoice #5543 Overdue - Pay Immediately,You have an unpaid invoice of $450. Pay immediately using the link: http://verify-your-id.net
legit,Please review document,I've attached the notes from yesterday's meeting. Thanks.
phishing,PayPal Security Notice,Someone logged into your account from a new device. Click here if it wasn't you: http://login-verify-account.net
legit,Class schedule for Even Semester,Join us for the Guest Lecture tomorrow.
legit,Happy birthday!,Let's grab lunch at room 201.
legit,Schedule change for Fall 2026,Your homework has been submitted successfully.
legit,Weekly sync,Please return the book by next Monday.
legit,Class schedule for Even Semester,Please find the invoice attached for your records.
legit,Please review document,Here is your flight itinerary for your upcoming trip.
legit,Your flight itinerary,Let's grab a coffee at the cafeteria and discuss budget.
legit,University event: Alumni Meetup,Join us for the Guest Lecture tomorrow.
legit,Invoice #9921 attached,Join us for the Graduation tomorrow.
legit,Notes from yesterday's meeting,Wishing you a very happy birthday!
legit,Lunch today?,Could you clarify the point about deployment?
phishing,URGENT: Account Suspended,Claim your free iPhone today by clicking this link: http://login-verify-account.net
phishing,President University: IT Helpdesk Alert,Please verify your email address immediately to avoid account closure. Link: www.paypal-security-update.com/auth
legit,Notes from yesterday's meeting,Just a quick reminder about our meeting regarding Website Redesign.
phishing,Password Reset Required,Track your package here. It could not be delivered due to missing address: http://secure-update.com
legit,Meeting at 2 PM,Let's grab lunch at the cafeteria.
phishing,Password Reset Required,Your payment failed. Update details now to keep your subscription active: verify-your-id.net
legit,Coffee break?,Just a quick reminder about our meeting regarding Website Redesign.
legit,Homework submission confirmed,Great presentation today! I really liked the part about design.
phishing,Account locked due to multiple failed logins,You have an unpaid invoice of $450. Pay immediately using the link: http://secure-update.com
phishing,Important: Update your mailbox quota,You have an unpaid invoice of $450. Pay immediately using the link: http://secure-update.com
legit,Meeting at 10 AM,Please note the schedule change for the Hackathon.
phishing,Account locked due to multiple failed logins,FINAL WARNING: We will close your account unless you update your profile here: http://bca-klik-secure.net
legit,Task assignment: Cybersecurity Upgrade,Let's grab lunch at room 201.
legit,Coffee break?,Here is your flight itinerary for your upcoming trip.
legit,Lunch today?,I've attached the notes from yesterday's meeting. Thanks.
phishing,Action Required: Verify Your Email,Your payment failed. Update details now to keep your subscription active: bca-klik-secure.net
phishing,URGENT: Account Suspended,FINAL WARNING: We will close your account unless you update your profile here: http://login-verify-account.net
phishing,Bank Account Alert: BRI,Your payment failed. Update details now to keep your subscription active: verify-your-id.net
legit,Invoice #7781 attached,Welcome to the team! We are glad to have you.
legit,Question regarding marketing,Great presentation today! I really liked the part about marketing.
legit,Happy birthday!,Join us for the Graduation tomorrow.
legit,Lunch today?,Let's grab lunch at the usual spot.
legit,Coffee break?,The report is attached. Let me know if you have questions.
legit,University event: Hackathon,The report is attached. Let me know if you have questions.
legit,Class schedule for Even Semester,Can you please review the attached document before the meeting at next Monday?
legit,Q3 Marketing Report,Just a quick reminder about our meeting regarding Beta.
legit,Coffee break?,The report is attached. Let me know if you have questions.
phishing,Bank alert,Unusual login detected confirm your details now.
phishing,Claim your iPhone,Claim your free iPhone today by clicking this link: http://secure-update.com
phishing,Claim your iPhone,You won a Bitcoin giveaway. Claim it here: www.paypal-security-update.com/claim
phishing,Verify your identity now,Someone logged into your account from a new device. Click here if it wasn't you: http://bca-klik-secure.net
legit,Weekly sync,See you at the sync later.
legit,Q3 Marketing Report,Join us for the Guest Lecture tomorrow.
legit,Notes from yesterday's meeting,Please note the schedule change for the Career Fair.
phishing,Update your payment details,You have an unpaid invoice of $450. Pay immediately using the link: http://login-verify-account.net
phishing,IT Support: Required System Update,You won a trip to Bali. Claim it here: www.it-helpdesk-portal.com/claim
phishing,Verify your identity now,Your payment failed. Update details now to keep your subscription active: secure-update.com
phishing,Account locked due to multiple failed logins,Required update from IT Helpdesk. Install the patch here: http://verify-your-id.net/update.exe
phishing,Your package could not be delivered,Required update from IT Helpdesk. Install the patch here: http://verify-your-id.net/update.exe
legit,Coffee break?,The Cybersecurity Upgrade project is on track. See attached.
legit,Q3 Marketing Report,Just a quick reminder about our meeting regarding Cybersecurity Upgrade.
legit,Invoice #1002 attached,Could you clarify the point about marketing?
legit,Meeting at 10 AM,Your homework has been submitted successfully.
phishing,Account locked due to multiple failed logins,FINAL WARNING: We will close your account unless you update your profile here: http://free-prize-claim.org
phishing,Your package could not be delivered,We noticed suspicious activity. Verify your identity at http://secure-update.com to unlock your account.
legit,Meeting at tomorrow morning,Join us for the Alumni Meetup tomorrow.
legit,Weekly sync,Please find the invoice attached for your records.
legit,Meeting at 2 PM,Please note the schedule change for the Hackathon.
phishing,Important: Update your mailbox quota,"Dear student, your university account will be deleted unless you verify it here: http://login-verify-account.net/pu-verify"
phishing,Important: Update your mailbox quota,Your antivirus subscription expired. Renew now at a discount: http://it-helpdesk-portal.com
legit,Lunch today?,"Hi, let's meet at tomorrow morning. Regards."
legit,Coffee break?,The report is attached. Let me know if you have questions.
phishing,PayPal Security Notice,You have an unpaid invoice of $450. Pay immediately using the link: http://verify-your-id.net
phishing,President University: IT Helpdesk Alert,"Dear student, your university account will be deleted unless you verify it here: http://bca-klik-secure.net/pu-verify"
legit,Team Discussion,We will discuss the project progress.
legit,Welcome to the team,Please return the book by 10 AM.
legit,Homework submission confirmed,Your homework has been submitted successfully.
phishing,Your subscription has expired,Someone logged into your account from a new device. Click here if it wasn't you: http://secure-update.com
legit,Question regarding requirements,Wishing you a very happy birthday!
phishing,Bank Account Alert: BNI,"Dear student, your university account will be deleted unless you verify it here: http://bca-klik-secure.net/pu-verify"
legit,Project update: Cybersecurity Upgrade,Your homework has been submitted successfully.
phishing,A document has been shared with you,We noticed suspicious activity. Verify your identity at http://paypal-security-update.com to unlock your account.
phishing,A document has been shared with you,You have an unpaid invoice of $450. Pay immediately using the link: http://free-prize-claim.org
legit,Question regarding budget,Welcome to the team! We are glad to have you.
phishing,Final Warning: Account Deletion,We noticed suspicious activity. Verify your identity at http://login-verify-account.net to unlock your account.
phishing,President University: IT Helpdesk Alert,We noticed suspicious activity. Verify your identity at http://free-prize-claim.org to unlock your account.
legit,Project update: Cybersecurity Upgrade,I've attached the notes from yesterday's meeting. Thanks.
legit,Lunch today?,Let's grab lunch at Starbucks.
legit,Class schedule for Summer,Please note the schedule change for the Graduation.
phishing,Verify your identity now,Required update from IT Helpdesk. Install the patch here: http://verify-your-id.net/update.exe
legit,Feedback on your presentation,Just a quick reminder about our meeting regarding Beta.
phishing,Invoice #8473 Overdue - Pay Immediately,Claim your free iPhone today by clicking this link: http://secure-update.com
legit,Meeting at 2 PM,Welcome to the team! We are glad to have you.
phishing,Password Reset Required,Your antivirus subscription expired. Renew now at a discount: http://bca-klik-secure.net
legit,Your flight itinerary,Join us for the Graduation tomorrow.
legit,Lunch today?,Welcome to the team! We are glad to have you.
phishing,Security Alert: Compromised Password,Please verify your email address immediately to avoid account closure. Link: www.login-verify-account.net/auth
phishing,President University: IT Helpdesk Alert,Claim your free iPhone today by clicking this link: http://paypal-security-update.com
phishing,Unusual login activity,Your mailbox is full. Upgrade your quota for free here: www.paypal-security-update.com/quota
phishing,URGENT: Account Suspended,"Dear student, your university account will be deleted unless you verify it here: http://free-prize-claim.org/pu-verify"
legit,Notes from yesterday's meeting,Great presentation today! I really liked the part about timeline.
phishing,Update your payment details,We noticed suspicious activity. Verify your identity at http://secure-update.com to unlock your account.
phishing,Bank Account Alert: Chase,Your payment failed. Update details now to keep your subscription active: login-verify-account.net
legit,University event: Alumni Meetup,Can you please review the attached document before the meeting at next Monday?
phishing,Final Warning: Account Deletion,Your mailbox is full. Upgrade your quota for free here: www.login-verify-account.net/quota
legit,Homework submission confirmed,Wishing you a very happy birthday!
legit,Welcome to the team,See you at the sync later.
legit,Weekly sync,Let's grab a coffee at the cafeteria and discuss design.
legit,Question regarding requirements,Please find the invoice attached for your records.
legit,Coffee break?,The Website Redesign project is on track. See attached.
legit,Notes from yesterday's meeting,The report is attached. Let me know if you have questions.
legit,Weekly sync,Your class schedule for Fall 2026 is ready.
phishing,Claim your iPhone,Your account will be suspended in 24 hours. Click here to verify: http://free-prize-claim.org/verify
phishing,Verify your identity now,Click the link below to reset your password within 2 hours. http://login-verify-account.net
legit,Task assignment: Beta,Can you please review the attached document before the meeting at next Monday?
phishing,Final Warning: Account Deletion,Your antivirus subscription expired. Renew now at a discount: http://secure-update.com
phishing,Action Required: Verify Your Email,Click the link below to reset your password within 2 hours. http://free-prize-claim.org
phishing,Important: Update your mailbox quota,Required update from IT Helpdesk. Install the patch here: http://bca-klik-secure.net/update.exe
legit,Task assignment: Website Redesign,I've attached the notes from yesterday's meeting. Thanks.
phishing,Unusual login activity,You won a $1000 Amazon Gift Card. Claim it here: www.free-prize-claim.org/claim
phishing,Password Reset Required,You have an unpaid invoice of $450. Pay immediately using the link: http://verify-your-id.net
legit,Weekly sync,Can you please review the attached document before the meeting at 14:00?
legit,Project Update,The project deadline has been extended.
phishing,Invoice #1029 Overdue - Pay Immediately,You won a Bitcoin giveaway. Claim it here: www.it-helpdesk-portal.com/claim
legit,Weekly sync,See you at the sync later.
legit,Class schedule for Even Semester,Your homework has been submitted successfully.
phishing,Action Required: Verify Your Email,Someone logged into your account from a new device. Click here if it wasn't you: http://it-helpdesk-portal.com
phishing,Verify your identity now,You have a pending document shared via OneDrive. View it here: http://secure-update.com
legit,Schedule change for Fall 2026,Let's grab lunch at the usual spot.
legit,Meeting at 10 AM,Wishing you a very happy birthday!
phishing,Important: Update your mailbox quota,Your payment failed. Update details now to keep your subscription active: secure-update.com
legit,Invoice #1002 attached,Let's grab lunch at room 201.
legit,Homework submission confirmed,The report is attached. Let me know if you have questions.
phishing,Verify your identity now,You have an unpaid invoice of $450. Pay immediately using the link: http://free-prize-claim.org
phishing,Important: Update your mailbox quota,"Dear student, your university account will be deleted unless you verify it here: http://it-helpdesk-portal.com/pu-verify"
phishing,You won a new iPad,Your payment failed. Update details now to keep your subscription active: it-helpdesk-portal.com
phishing,Unusual login activity,FINAL WARNING: We will close your account unless you update your profile here: http://login-verify-account.net
phishing,PayPal Security Notice,Please verify your email address immediately to avoid account closure. Link: www.it-helpdesk-portal.com/auth
phishing,Final Warning: Account Deletion,"Dear student, your university account will be deleted unless you verify it here: http://login-verify-account.net/pu-verify"
phishing,Unusual login activity,You won a $1000 Amazon Gift Card. Claim it here: www.secure-update.com/claim
legit,Homework submission confirmed,Wishing you a very happy birthday!
legit,Question regarding deployment,Wishing you a very happy birthday!
legit,Question regarding design,See you at the sync later.
phishing,Action Required: Verify Your Email,Someone logged into your account from a new device. Click here if it wasn't you: http://secure-update.com
legit,Welcome to the team,Can you please review the attached document before the meeting at 2 PM?
phishing,Your package could not be delivered,You won a $1000 Amazon Gift Card. Claim it here: www.secure-update.com/claim
legit,Class schedule for Summer,The report is attached. Let me know if you have questions.
legit,Your flight itinerary,Your class schedule for Spring 2026 is ready.
legit,Feedback on your presentation,I've attached the notes from yesterday's meeting. Thanks.
phishing,Bank Account Alert: BRI,Your mailbox is full. Upgrade your quota for free here: www.paypal-security-update.com/quota
phishing,Claim your iPhone,You have a pending document shared via OneDrive. View it here: http://it-helpdesk-portal.com
phishing,URGENT: Account Suspended,Your mailbox is full. Upgrade your quota for free here: www.bca-klik-secure.net/quota
legit,Question regarding requirements,Your homework has been submitted successfully.
phishing,Important: Update your mailbox quota,Your antivirus subscription expired. Renew now at a discount: http://paypal-security-update.com
phishing,Unusual login activity,Required update from IT Helpdesk. Install the patch here: http://login-verify-account.net/update.exe
legit,Invoice #8473 attached,Let's grab lunch at room 201.
phishing,Verify your identity now,Required update from IT Helpdesk. Install the patch here: http://secure-update.com/update.exe
legit,Homework submission confirmed,Let's grab lunch at the usual spot.
phishing,Invoice #7781 Overdue - Pay Immediately,Your antivirus subscription expired. Renew now at a discount: http://verify-your-id.net
legit,Notes from yesterday's meeting,I've attached the notes from yesterday's meeting. Thanks.
phishing,Unusual login activity,Your mailbox is full. Upgrade your quota for free here: www.verify-your-id.net/quota
phishing,IT Support: Required System Update,Your mailbox is full. Upgrade your quota for free here: www.free-prize-claim.org/quota
phishing,Security Alert: Compromised Password,Your account will be suspended in 24 hours. Click here to verify: http://paypal-security-update.com/verify
legit,Question regarding requirements,Welcome to the team! We are glad to have you.
phishing,IT Support: Required System Update,Your mailbox is full. Upgrade your quota for free here: www.free-prize-claim.org/quota
phishing,IT Support: Required System Update,Click the link below to reset your password within 2 hours. http://bca-klik-secure.net
legit,Task assignment: Cybersecurity Upgrade,The report is attached. Let me know if you have questions.
legit,Question regarding design,I've attached the notes from yesterday's meeting. Thanks.
legit,Please review document,Could you clarify the point about budget?
legit,Q3 Marketing Report,Let's grab lunch at the food court.
phishing,Invoice #7781 Overdue - Pay Immediately,Your PayPal account is restricted. Update your billing details immediately at bca-klik-secure.net.
legit,Please review document,Welcome to the team! We are glad to have you.
legit,Project update: Data Migration,Please find the invoice attached for your records.
phishing,PayPal Security Notice,Track your package here. It could not be delivered due to missing address: http://it-helpdesk-portal.com
phishing,PayPal Security Notice,You have a pending document shared via OneDrive. View it here: http://paypal-security-update.com
phishing,A document has been shared with you,Your payment failed. Update details now to keep your subscription active: secure-update.com
legit,Coffee break?,The report is attached. Let me know if you have questions.
legit,Homework submission confirmed,Here is your flight itinerary for your upcoming trip.
phishing,Important: Update your mailbox quota,Please verify your email address immediately to avoid account closure. Link: www.free-prize-claim.org/auth
phishing,You won a $1000 Amazon Gift Card,Please verify your email address immediately to avoid account closure. Link: www.secure-update.com/auth
phishing,Final Warning: Account Deletion,Your mailbox is full. Upgrade your quota for free here: www.free-prize-claim.org/quota
phishing,URGENT: Account Suspended,"Dear student, your university account will be deleted unless you verify it here: http://secure-update.com/pu-verify"
legit,Q3 Marketing Report,Here is your flight itinerary for your upcoming trip.
phishing,Security Alert: Compromised Password,You won a Bitcoin giveaway. Claim it here: www.login-verify-account.net/claim
legit,Feedback on your presentation,Can you please review the attached document before the meeting at next Monday?
phishing,PayPal Security Notice,Your payment failed. Update details now to keep your subscription active: login-verify-account.net
legit,Please review document,Please find the invoice attached for your records.
phishing,Action Required: Verify Your Email,Please verify your email address immediately to avoid account closure. Link: www.paypal-security-update.com/auth
legit,Your flight itinerary,Let's grab a coffee at the food court and discuss budget.
phishing,Account locked due to multiple failed logins,Click the link below to reset your password within 2 hours. http://it-helpdesk-portal.com
phishing,PayPal Security Notice,Your antivirus subscription expired. Renew now at a discount: http://free-prize-claim.org
phishing,Password Reset Required,Required update from IT Helpdesk. Install the patch here: http://paypal-security-update.com/update.exe
legit,University event: Guest Lecture,Join us for the Guest Lecture tomorrow.
phishing,A document has been shared with you,"Dear student, your university account will be deleted unless you verify it here: http://paypal-security-update.com/pu-verify"
legit,Weekly sync,Could you clarify the point about timeline?
phishing,Update your payment details,Your antivirus subscription expired. Renew now at a discount: http://it-helpdesk-portal.com
phishing,Invoice #9921 Overdue - Pay Immediately,Please verify your email address immediately to avoid account closure. Link: www.bca-klik-secure.net/auth
phishing,Update your payment details,Required update from IT Helpdesk. Install the patch here: http://bca-klik-secure.net/update.exe
phishing,You won a new iPad,Someone logged into your account from a new device. Click here if it wasn't you: http://secure-update.com
legit,Feedback on your presentation,Wishing you a very happy birthday!
phishing,Unusual login activity,You have an unpaid invoice of $450. Pay immediately using the link: http://login-verify-account.net
phishing,Your package could not be delivered,You won a $500 Cash. Claim it here: www.login-verify-account.net/claim
phishing,Important: Update your mailbox quota,Required update from IT Helpdesk. Install the patch here: http://it-helpdesk-portal.com/update.exe
phishing,You won a Bitcoin giveaway,Your account will be suspended in 24 hours. Click here to verify: http://secure-update.com/verify
legit,Schedule change for Fall 2026,The Cybersecurity Upgrade project is on track. See attached.
phishing,Password Reset Required,Claim your free iPhone today by clicking this link: http://it-helpdesk-portal.com
phishing,Update your payment details,Required update from IT Helpdesk. Install the patch here: http://verify-your-id.net/update.exe
legit,University event: Guest Lecture,Your homework has been submitted successfully.
phishing,Claim your iPhone,You have an unpaid invoice of $450. Pay immediately using the link: http://secure-update.com
phishing,Claim your iPhone,Your mailbox is full. Upgrade your quota for free here: www.bca-klik-secure.net/quota
legit,Question regarding design,See you at the sync later.
phishing,IT Support: Required System Update,You have an unpaid invoice of $450. Pay immediately using the link: http://secure-update.com
phishing,A document has been shared with you,You have an unpaid invoice of $450. Pay immediately using the link: http://paypal-security-update.com
legit,Your flight itinerary,Please return the book by Friday at 3 PM.
phishing,You won a $500 Cash,You have a pending document shared via OneDrive. View it here: http://free-prize-claim.org
phishing,Bank Account Alert: Mandiri,Someone logged into your account from a new device. Click here if it wasn't you: http://free-prize-claim.org
legit,Schedule change for Even Semester,Wishing you a very happy birthday!
legit,Q3 Marketing Report,Please note the schedule change for the Graduation.
legit,Happy birthday!,The Beta project is on track. See attached.
phishing,You won a $500 Cash,FINAL WARNING: We will close your account unless you update your profile here: http://bca-klik-secure.net
phishing,Your subscription has expired,You won a trip to Bali. Claim it here: www.verify-your-id.net/claim
legit,University event: Alumni Meetup,Can you please review the attached document before the meeting at Friday at 3 PM?
phishing,Security Alert: Compromised Password,Alert: Unusual activity on your Chase account. Log in to verify: http://bca-klik-secure.net
legit,Feedback on your presentation,"Hi, let's meet at 10 AM. Regards."
legit,Library overdue notice,Please find the invoice attached for your records.
legit,Weekly sync,Your class schedule for Summer is ready.
legit,Coffee break?,The report is attached. Let me know if you have questions.
legit,Homework submission confirmed,Can you please review the attached document before the meeting at 2 PM?
legit,Question regarding timeline,Join us for the Guest Lecture tomorrow.
phishing,Verify your identity now,Your antivirus subscription expired. Renew now at a discount: http://free-prize-claim.org
legit,Please review document,The Data Migration project is on track. See attached.
phishing,Security Alert: Compromised Password,You have a pending document shared via OneDrive. View it here: http://verify-your-id.net
phishing,Security Alert: Compromised Password,You have an unpaid invoice of $450. Pay immediately using the link: http://secure-update.com
phishing,Claim your iPhone,You have an unpaid invoice of $450. Pay immediately using the link: http://secure-update.com
phishing,President University: IT Helpdesk Alert,Please verify your email address immediately to avoid account closure. Link: www.secure-update.com/auth
phishing,Update your payment details,"Dear student, your university account will be deleted unless you verify it here: http://free-prize-claim.org/pu-verify"
legit,Question regarding timeline,Let's grab a coffee at the usual spot and discuss budget.
phishing,Important: Update your mailbox quota,Track your package here. It could not be delivered due to missing address: http://it-helpdesk-portal.com
phishing,Action Required: Verify Your Email,Alert: Unusual activity on your BRI account. Log in to verify: http://paypal-security-update.com
phishing,Action Required: Verify Your Email,You have an unpaid invoice of $450. Pay immediately using the link: http://it-helpdesk-portal.com
legit,University event: Hackathon,Here is your flight itinerary for your upcoming trip.
phishing,Account locked due to multiple failed logins,Required update from IT Helpdesk. Install the patch here: http://paypal-security-update.com/update.exe
phishing,Bank Account Alert: Mandiri,Alert: Unusual activity on your Bank of America account. Log in to verify: http://secure-update.com
legit,Schedule change for Spring 2026,Please note the schedule change for the Alumni Meetup.
phishing,Payment overdue,Please update your payment to avoid suspension.
phishing,Update your payment details,Your mailbox is full. Upgrade your quota for free here: www.free-prize-claim.org/quota
legit,Notes from yesterday's meeting,The report is attached. Let me know if you have questions.
phishing,Password Reset Required,You won a trip to Bali. Claim it here: www.login-verify-account.net/claim
legit,Question regarding design,Please find the invoice attached for your records.
phishing,Invoice #1029 Overdue - Pay Immediately,Click the link below to reset your password within 2 hours. http://free-prize-claim.org
phishing,Important: Update your mailbox quota,Please verify your email address immediately to avoid account closure. Link: www.it-helpdesk-portal.com/auth
legit,Meeting at tomorrow morning,The report is attached. Let me know if you have questions.
phishing,You won a Bitcoin giveaway,Required update from IT Helpdesk. Install the patch here: http://login-verify-account.net/update.exe
legit,Please review document,Welcome to the team! We are glad to have you.
phishing,A document has been shared with you,Claim your free iPhone today by clicking this link: http://it-helpdesk-portal.com
phishing,Update your payment details,You have a pending document shared via OneDrive. View it here: http://login-verify-account.net
phishing,Final Warning: Account Deletion,Your antivirus subscription expired. Renew now at a discount: http://login-verify-account.net
legit,Project update: Data Migration,Can you please review the attached document before the meeting at 14:00?
legit,Weekly sync,"Hi, let's meet at 14:00. Regards."
legit,Notes from yesterday's meeting,Welcome to the team! We are glad to have you.
legit,Task assignment: Data Migration,Please note the schedule change for the Career Fair.
legit,Coffee break?,Let's grab a coffee at Starbucks and discuss budget.
legit,Question regarding timeline,Join us for the Career Fair tomorrow.
legit,Task assignment: Alpha,Join us for the Guest Lecture tomorrow.
legit,Please review document,Join us for the Guest Lecture tomorrow.
legit,Class schedule for Even Semester,Could you clarify the point about deployment?
phishing,Final Warning: Account Deletion,You won a Bitcoin giveaway. Claim it here: www.free-prize-claim.org/claim
legit,Please review document,Join us for the Guest Lecture tomorrow.
phishing,Your subscription has expired,Your PayPal account is restricted. Update your billing details immediately at bca-klik-secure.net.
phishing,Final Warning: Account Deletion,Track your package here. It could not be delivered due to missing address: http://login-verify-account.net
legit,Question regarding budget,Great presentation today! I really liked the part about budget.
legit,Class schedule for Summer,I've attached the notes from yesterday's meeting. Thanks.
legit,Library overdue notice,Your homework has been submitted successfully.
phishing,PayPal Security Notice,Required update from IT Helpdesk. Install the patch here: http://verify-your-id.net/update.exe
legit,Invoice #7781 attached,Could you clarify the point about marketing?
phishing,Update your payment details,Claim your free iPhone today by clicking this link: http://free-prize-claim.org
phishing,Important: Update your mailbox quota,You have an unpaid invoice of $450. Pay immediately using the link: http://verify-your-id.net
phishing,Your package could not be delivered,Your PayPal account is restricted. Update your billing details immediately at it-helpdesk-portal.com.
legit,Invoice #9921 attached,Join us for the Hackathon tomorrow.
phishing,Account locked due to multiple failed logins,Your PayPal account is restricted. Update your billing details immediately at secure-update.com.
phishing,You won a $500 Cash,Alert: Unusual activity on your BCA account. Log in to verify: http://it-helpdesk-portal.com
phishing,IT Support: Required System Update,Track your package here. It could not be delivered due to missing address: http://bca-klik-secure.net
legit,Class schedule for Summer,Your homework has been submitted successfully.
legit,Q3 Marketing Report,Join us for the Alumni Meetup tomorrow.
phishing,Action Required: Verify Your Email,You have an unpaid invoice of $450. Pay immediately using the link: http://paypal-security-update.com
phishing,Your package could not be delivered,Track your package here. It could not be delivered due to missing address: http://secure-update.com
phishing,Action Required: Verify Your Email,Alert: Unusual activity on your BRI account. Log in to verify: http://bca-klik-secure.net
phishing,Claim your iPhone,Required update from IT Helpdesk. Install the patch here: http://secure-update.com/update.exe
phishing,Bank Account Alert: BRI,Your PayPal account is restricted. Update your billing details immediately at free-prize-claim.org.
phishing,Action Required: Verify Your Email,Alert: Unusual activity on your BCA account. Log in to verify: http://bca-klik-secure.net
phishing,Password Reset Required,You won a $1000 Amazon Gift Card. Claim it here: www.login-verify-account.net/claim
legit,Coffee break?,I've attached the notes from yesterday's meeting. Thanks.
phishing,Claim your iPhone,Your mailbox is full. Upgrade your quota for free here: www.verify-your-id.net/quota
legit,Notes from yesterday's meeting,Welcome to the team! We are glad to have you.
legit,Please review document,I've attached the notes from yesterday's meeting. Thanks.
phishing,Unusual login activity,Required update from IT Helpdesk. Install the patch here: http://secure-update.com/update.exe
phishing,You won a $1000 Amazon Gift Card,Alert: Unusual activity on your BNI account. Log in to verify: http://bca-klik-secure.net
phishing,Your subscription has expired,Click the link below to reset your password within 2 hours. http://login-verify-account.net
phishing,Claim your iPhone,Track your package here. It could not be delivered due to missing address: http://verify-your-id.net
phishing,Bank Account Alert: BNI,"Dear student, your university account will be deleted unless you verify it here: http://secure-update.com/pu-verify"
phishing,URGENT: Account Suspended,Your PayPal account is restricted. Update your billing details immediately at login-verify-account.net.
legit,University event: Career Fair,Welcome to the team! We are glad to have you.
legit,Please review document,The report is attached. Let me know if you have questions.
legit,Question regarding deployment,Your homework has been submitted successfully.
phishing,You won a $500 Cash,Your mailbox is full. Upgrade your quota for free here: www.paypal-security-update.com/quota
legit,Class schedule for Spring 2026,Here is your flight itinerary for your upcoming trip.
legit,Meeting at 14:00,Can you please review the attached document before the meeting at next Monday?
phishing,Your subscription has expired,Your mailbox is full. Upgrade your quota for free here: www.secure-update.com/quota
legit,Invoice #8473 attached,The Cybersecurity Upgrade project is on track. See attached.
legit,University event: Guest Lecture,Can you please review the attached document before the meeting at 14:00?
legit,Schedule change for Even Semester,Just a quick reminder about our meeting regarding Beta.
phishing,Final Warning: Account Deletion,Click the link below to reset your password within 2 hours. http://it-helpdesk-portal.com
legit,Class schedule for Fall 2026,Can you please review the attached document before the meeting at 14:00?
legit,Question regarding budget,The report is attached. Let me know if you have questions.
phishing,Final Warning: Account Deletion,Click the link below to reset your password within 2 hours. http://verify-your-id.net
phishing,Invoice #8473 Overdue - Pay Immediately,"Dear student, your university account will be deleted unless you verify it here: http://free-prize-claim.org/pu-verify"
legit,Weekly sync,Great presentation today! I really liked the part about deployment.
phishing,Your package could not be delivered,Required update from IT Helpdesk. Install the patch here: http://paypal-security-update.com/update.exe
legit,Your flight itinerary,The report is attached. Let me know if you have questions.
